Year,County,District,School,Subject,Scored,Category,Score,Students
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,128,Top,87.5,112
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,128,Top,87.5,112
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,129,Top,89.9,116
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,137,Top,54,74
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,138,Top,48.6,68
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,138,Top,43.4,60
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,42,Top,66.7,29
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,42,Top,64.3,28
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,41,Top,68.3,29
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,106,Top,85.80000000000001,91
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,107,Top,81.3,87
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,107,Top,87.9,95
2018,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Science,11,Top,18.2,3
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,147,Top,85,125
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,155,Top,88.4,138
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,156,Top,91.69999999999999,144
2018,State,,,Math,122260,Advanced,23.5,28732
2018,State,,,Science,121144,Advanced,27,32709
2018,State,,,English,121508,Advanced,10,12151
2018,Columbia,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Math,36,Advanced,13.9,6
2018,Columbia,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Science,35,Advanced,37.1,13
2018,Columbia,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,English,35,Advanced,8.6,4
2018,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,155,Advanced,22.6,36
2018,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,155,Advanced,31.6,49
2018,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,154,Advanced,9.1,15
2018,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,75,Advanced,25.3,19
2018,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,76,Advanced,17.1,13
2018,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,77,Advanced,2.6,3
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,128,Advanced,41.4,53
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,128,Advanced,42.2,55
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,129,Advanced,15.5,20
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,137,Advanced,8,11
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,138,Advanced,14.5,21
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,138,Advanced,1.4,2
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,42,Advanced,31,14
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,42,Advanced,33.3,14
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,41,Advanced,0,0
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,106,Advanced,22.6,24
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,107,Advanced,13.1,15
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,107,Advanced,15.9,18
2018,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Science,11,Advanced,0,0
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,147,Advanced,60.5,89
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,155,Advanced,58.7,91
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,156,Advanced,27.6,44
2018,State,,,Math,122260,Proficient,41.7,50983
2018,State,,,Science,121144,Proficient,37.4,45308
2018,State,,,English,121508,Proficient,62.7,76186
2018,Columbia,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Math,36,Proficient,61.1,22
2018,Columbia,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Science,35,Proficient,48.6,18
2018,Columbia,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,English,35,Proficient,74.3,27
2018,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,155,Proficient,54.2,85
2018,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,155,Proficient,39.4,62
2018,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,154,Proficient,68.8,106
2018,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,75,Proficient,45.3,34
2018,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,76,Proficient,42.1,32
2018,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,77,Proficient,77.9,60
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,128,Proficient,46.1,60
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,128,Proficient,45.3,58
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,129,Proficient,74.4,96
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,137,Proficient,46,64
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,138,Proficient,34.1,48
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,138,Proficient,42,58
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,42,Proficient,35.7,15
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,42,Proficient,31,14
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,41,Proficient,68.3,29
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,106,Proficient,63.2,67
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,107,Proficient,68.2,73
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,107,Proficient,72,78
2018,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Science,11,Proficient,18.2,3
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,147,Proficient,24.5,37
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,155,Proficient,29.7,47
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,156,Proficient,64.1,100
2018,State,,,Math,122260,Basic,25.1,30688
2018,State,,,Science,121144,Basic,21.3,25804
2018,State,,,English,121508,Basic,18.9,22966
2018,Columbia,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Math,36,Basic,16.7,7
2018,Columbia,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Science,35,Basic,5.7,2
2018,Columbia,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,English,35,Basic,11.4,4
2018,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,155,Basic,18.1,29
2018,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,155,Basic,14.8,23
2018,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,154,Basic,15.6,25
2018,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,75,Basic,25.3,19
2018,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,76,Basic,35.5,27
2018,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,77,Basic,14.3,12
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,128,Basic,12.5,16
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,128,Basic,8.6,12
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,129,Basic,7.8,11
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,137,Basic,35.8,50
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,138,Basic,37,52
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,138,Basic,42,58
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,42,Basic,23.8,10
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,42,Basic,23.8,10
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,41,Basic,24.4,11
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,106,Basic,13.2,14
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,107,Basic,15.9,18
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,107,Basic,9.3,10
2018,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Science,11,Basic,36.4,5
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,147,Basic,12.2,18
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,155,Basic,7.7,12
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,156,Basic,5.8,10
2018,State,,,Math,122260,BelowBasic,9.7,11860
2018,State,,,Science,121144,BelowBasic,14.3,17324
2018,State,,,English,121508,BelowBasic,8.4,10207
2018,Columbia,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Math,36,BelowBasic,8.3,3
2018,Columbia,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Science,35,BelowBasic,8.6,4
2018,Columbia,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,English,35,BelowBasic,5.7,2
2018,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,155,BelowBasic,5.2,9
2018,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,155,BelowBasic,14.2,23
2018,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,154,BelowBasic,6.5,11
2018,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,75,BelowBasic,4,3
2018,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,76,BelowBasic,5.3,5
2018,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,77,BelowBasic,5.2,5
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,128,BelowBasic,0,0
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,128,BelowBasic,3.9,5
2018,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,129,BelowBasic,2.3,3
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,137,BelowBasic,10.2,14
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,138,BelowBasic,14.5,21
2018,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,138,BelowBasic,14.5,21
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,42,BelowBasic,9.5,4
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,42,BelowBasic,11.9,5
2018,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,41,BelowBasic,7.3,3
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,106,BelowBasic,0.9,1
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,107,BelowBasic,2.8,3
2018,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,107,BelowBasic,2.8,3
2018,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Science,11,BelowBasic,45.5,6
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,147,BelowBasic,2.7,4
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,155,BelowBasic,3.9,7
2018,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,156,BelowBasic,2.6,5
2019,State,,,Math,119742,Top,63.300000000000004,75797
2019,State,,,Science,118506,Top,63.199999999999996,74896
2019,State,,,English,118885,Top,71.5,85003
2019,Columbia,BENTON AREA SD,BENTON AREA HS,Math,54,Top,81.5,45
2019,Columbia,BENTON AREA SD,BENTON AREA HS,Science,54,Top,90.7,49
2019,Columbia,BENTON AREA SD,BENTON AREA HS,English,54,Top,85.2,47
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,153,Top,66.6,102
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,152,Top,65.8,101
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,152,Top,69.1,106
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,77,Top,83.19999999999999,65
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,84,Top,78.6,67
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,84,Top,78.60000000000001,67
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,120,Top,86.7,105
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,123,Top,88.6,109
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,123,Top,88.6,109
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,147,Top,53.7,79
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,148,Top,46,69
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,147,Top,49,73
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,46,Top,54.3,25
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,46,Top,54.3,25
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,46,Top,69.60000000000001,33
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,103,Top,91.3,95
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,103,Top,89.3,92
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,103,Top,89.30000000000001,92
2019,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Science,11,Top,18.2,3
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,152,Top,77.6,118
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,157,Top,81.5,128
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,157,Top,85.9,135
2019,State,,,Math,119742,Advanced,24.6,29457
2019,State,,,Science,118506,Advanced,26.4,31286
2019,State,,,English,118885,Advanced,13.1,15574
2019,Columbia,BENTON AREA SD,BENTON AREA HS,Math,54,Advanced,25.9,14
2019,Columbia,BENTON AREA SD,BENTON AREA HS,Science,54,Advanced,40.7,22
2019,Columbia,BENTON AREA SD,BENTON AREA HS,English,54,Advanced,9.3,6
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,153,Advanced,17.6,27
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,152,Advanced,22.4,35
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,152,Advanced,3.3,6
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,77,Advanced,36.4,29
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,84,Advanced,22.6,19
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,84,Advanced,10.7,9
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,120,Advanced,36.7,45
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,123,Advanced,37.4,47
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,123,Advanced,23.6,30
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,147,Advanced,15.6,23
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,148,Advanced,14.2,22
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,147,Advanced,0.7,2
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,46,Advanced,21.7,10
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,46,Advanced,21.7,10
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,46,Advanced,10.9,6
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,103,Advanced,14.6,16
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,103,Advanced,24.3,26
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,103,Advanced,18.4,19
2019,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Science,11,Advanced,9.1,2
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,152,Advanced,45.4,70
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,157,Advanced,43.3,68
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,157,Advanced,19.7,31
2019,State,,,Math,119742,Proficient,38.7,46341
2019,State,,,Science,118506,Proficient,36.8,43611
2019,State,,,English,118885,Proficient,58.4,69429
2019,Columbia,BENTON AREA SD,BENTON AREA HS,Math,54,Proficient,55.6,31
2019,Columbia,BENTON AREA SD,BENTON AREA HS,Science,54,Proficient,50,27
2019,Columbia,BENTON AREA SD,BENTON AREA HS,English,54,Proficient,75.9,41
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,153,Proficient,49,75
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,152,Proficient,43.4,66
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,152,Proficient,65.8,101
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,77,Proficient,46.8,37
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,84,Proficient,56,48
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,84,Proficient,67.9,58
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,120,Proficient,50,60
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,123,Proficient,51.2,63
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,123,Proficient,65,80
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,147,Proficient,38.1,57
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,148,Proficient,31.8,48
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,147,Proficient,48.3,72
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,46,Proficient,32.6,15
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,46,Proficient,32.6,15
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,46,Proficient,58.7,28
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,103,Proficient,76.7,80
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,103,Proficient,65,67
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,103,Proficient,70.9,74
2019,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Science,11,Proficient,9.1,2
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,152,Proficient,32.2,49
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,157,Proficient,38.2,60
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,157,Proficient,66.2,104
2019,State,,,Math,119742,Basic,26.2,31373
2019,State,,,Science,118506,Basic,20.5,24294
2019,State,,,English,118885,Basic,18.9,22470
2019,Columbia,BENTON AREA SD,BENTON AREA HS,Math,54,Basic,14.8,8
2019,Columbia,BENTON AREA SD,BENTON AREA HS,Science,54,Basic,3.7,2
2019,Columbia,BENTON AREA SD,BENTON AREA HS,English,54,Basic,9.3,6
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,153,Basic,25.5,40
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,152,Basic,21.1,33
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,152,Basic,27,42
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,77,Basic,15.6,13
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,84,Basic,19,16
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,84,Basic,17.9,16
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,120,Basic,10.8,13
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,123,Basic,7.3,9
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,123,Basic,8.9,11
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,147,Basic,33.3,49
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,148,Basic,29.7,44
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,147,Basic,41.5,62
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,46,Basic,23.9,11
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,46,Basic,21.7,10
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,46,Basic,10.9,6
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,103,Basic,6.8,8
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,103,Basic,6.8,8
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,103,Basic,8.7,9
2019,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Science,11,Basic,54.5,6
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,152,Basic,16.4,25
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,157,Basic,8.3,14
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,157,Basic,7.6,12
2019,State,,,Math,119742,BelowBasic,10.5,12573
2019,State,,,Science,118506,BelowBasic,16.3,19317
2019,State,,,English,118885,BelowBasic,9.6,11413
2019,Columbia,BENTON AREA SD,BENTON AREA HS,Math,54,BelowBasic,3.7,2
2019,Columbia,BENTON AREA SD,BENTON AREA HS,Science,54,BelowBasic,5.6,4
2019,Columbia,BENTON AREA SD,BENTON AREA HS,English,54,BelowBasic,5.6,4
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,153,BelowBasic,7.8,12
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,152,BelowBasic,13.2,21
2019,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,152,BelowBasic,3.9,6
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,77,BelowBasic,1.3,2
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,84,BelowBasic,2.4,3
2019,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,84,BelowBasic,3.6,4
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,120,BelowBasic,2.5,3
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,123,BelowBasic,4.1,6
2019,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,123,BelowBasic,2.4,3
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,147,BelowBasic,12.9,19
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,148,BelowBasic,24.3,36
2019,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,147,BelowBasic,9.5,14
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,46,BelowBasic,21.7,10
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,46,BelowBasic,23.9,11
2019,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,46,BelowBasic,19.6,10
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,103,BelowBasic,1.9,2
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,103,BelowBasic,3.9,5
2019,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,103,BelowBasic,1.9,2
2019,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Science,11,BelowBasic,27.3,4
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,152,BelowBasic,5.9,9
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,157,BelowBasic,10.2,17
2019,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,157,BelowBasic,6.4,11
2021,State,,,Math,101846,Top,62.4,63552
2021,State,,,Science,56721,Top,67.6,38344
2021,State,,,English,11090,Top,49.6,5501
2021,Columbia,BENTON AREA SD,BENTON AREA HS,Math,43,Top,53.5,24
2021,Columbia,BENTON AREA SD,BENTON AREA HS,Science,13,Top,100,13
2021,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,133,Top,59.400000000000006,80
2021,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,37,Top,75.7,29
2021,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,24,Top,70.8,17
2021,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,86,Top,53.5,47
2021,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,48,Top,77.1,38
2021,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,132,Top,83.30000000000001,110
