Subject,Grade,Scored,Year,District,School,County,Category,Score,Students
English,4,78,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Top,71.8,57
Math,3,83,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Top,74.7,63
Math,4,79,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Top,65.8,52
Science,4,79,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Top,87.3,69
English,5,102,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Top,71.5,73
English,6,81,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Top,80.3,66
English,7,98,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Top,66.3,65
English,8,106,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Top,59.4,63
Math,5,102,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Top,43.099999999999994,44
Math,6,81,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Top,42,35
Math,7,98,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Top,49,49
Math,8,106,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Top,25.5,28
Science,8,106,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Top,66,70
English,6,157,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Top,65.6,103
English,7,142,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Top,70.5,101
English,8,156,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Top,82.1,129
Math,6,158,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Top,38.6,61
Math,7,142,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Top,47.2,68
Math,8,156,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Top,47.400000000000006,74
Science,8,157,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Top,75.19999999999999,119
English,3,159,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Top,62.8,100
English,4,161,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Top,62.800000000000004,102
English,5,168,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Top,71.4,120
Math,3,160,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Top,58.1,93
Math,4,161,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Top,51,83
Math,5,168,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Top,56.6,96
Science,4,161,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Top,84.5,137
English,3,114398,2022,,,State,Advanced,11.8,13499
English,4,114533,2022,,,State,Advanced,21.3,24396
English,5,116274,2022,,,State,Advanced,13.3,15465
English,6,115785,2022,,,State,Advanced,19.4,22463
English,7,118352,2022,,,State,Advanced,17.8,21067
English,8,119366,2022,,,State,Advanced,16,19099
Math,3,114714,2022,,,State,Advanced,20.9,23976
Math,4,114822,2022,,,State,Advanced,17,19520
Math,5,116489,2022,,,State,Advanced,12.2,14212
Math,6,115844,2022,,,State,Advanced,13.3,15408
Math,7,118357,2022,,,State,Advanced,9.7,11481
Math,8,119039,2022,,,State,Advanced,6.8,8095
Science,4,114497,2022,,,State,Advanced,37.2,42593
Science,8,118412,2022,,,State,Advanced,20.1,23801
English,3,38,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,2.6,1
English,4,48,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,20.8,10
English,5,56,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,17.9,11
English,6,57,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,22.8,13
Math,3,37,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,24.3,9
Math,4,48,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,18.8,10
Math,5,56,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,14.3,9
Math,6,57,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,33.3,19
Science,4,48,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,56.3,28
English,7,49,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Advanced,16.3,8
English,8,58,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Advanced,12.1,8
Math,7,49,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Advanced,6.1,3
Math,8,58,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Advanced,3.4,2
Science,8,58,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Advanced,20.7,13
English,3,74,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Advanced,23,18
English,4,58,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Advanced,20.7,13
Math,3,74,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Advanced,25.7,20
Math,4,59,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Advanced,16.9,10
Science,4,59,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Advanced,55.9,33
English,3,39,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Advanced,33.3,13
English,4,29,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Advanced,17.2,5
Math,3,39,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Advanced,15.4,7
Math,4,29,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Advanced,13.8,5
Science,4,29,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Advanced,24.1,7
English,5,175,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,6.3,12
English,6,202,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,17.8,36
English,7,166,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,16.9,29
English,8,179,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,16.2,29
Math,5,174,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,8,14
Math,6,201,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,11.9,24
Math,7,167,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,4.2,8
Math,8,180,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,5,9
Science,8,177,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,18.1,33
English,3,92,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Advanced,10.9,11
English,4,92,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Advanced,12,12
Math,3,93,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Advanced,15.1,15
Math,4,92,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Advanced,14.1,13
Science,4,92,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Advanced,25,23
English,3,49,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,20.4,10
English,4,56,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,12.5,7
English,5,67,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,11.9,8
Math,3,49,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,42.9,22
Math,4,56,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,12.5,7
Math,5,67,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,14.9,10
Science,4,56,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,33.9,19
English,3,36,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,33.3,12
English,4,25,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,4,1
English,5,34,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,26.5,10
Math,3,36,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,50,18
Math,4,25,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,12,3
Math,5,34,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,35.3,13
Science,4,25,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,28,8
English,3,14,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,14.3,3
English,4,21,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,38.1,9
English,5,17,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,11.8,3
Math,3,14,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,35.7,5
Math,4,21,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,42.9,10
Math,5,18,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,16.7,4
Science,4,21,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,76.2,17
English,6,106,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,17,19
English,7,89,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,24.7,22
English,8,111,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,13.5,15
Math,6,106,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,9.4,10
Math,7,89,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,14.6,13
Math,8,111,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,1.8,2
Science,8,111,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,17.1,19
English,5,126,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,23,29
English,6,156,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,39.1,61
English,7,147,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,21.8,33
English,8,148,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,25.7,39
Math,5,129,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,26.4,35
Math,6,158,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,39.2,62
Math,7,147,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,17.7,27
Math,8,149,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,17.4,26
Science,8,148,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,31.8,48
English,3,132,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Advanced,15.9,21
English,4,119,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Advanced,31.9,38
Math,3,132,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Advanced,28,37
Math,4,119,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Advanced,24.4,30
Science,4,119,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Advanced,66.4,80
English,7,52,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Advanced,13.5,8
English,8,38,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Advanced,10.5,4
Math,7,50,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Advanced,2,1
Math,8,38,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Advanced,10.5,4
Science,8,38,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Advanced,18.4,7
English,3,38,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,7.9,4
English,4,34,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,17.6,6
English,5,39,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,7.7,4
English,6,53,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,30.2,17
Math,3,38,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,23.7,10
Math,4,34,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,8.8,3
Math,5,39,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,7.7,4
Math,6,53,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,7.5,4
Science,4,34,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,38.2,13
English,3,83,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Advanced,26.5,22
English,4,78,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Advanced,20.5,16
Math,3,83,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Advanced,33.7,28
Math,4,79,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Advanced,25.3,20
Science,4,79,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Advanced,51.9,42
English,5,102,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,8.8,9
English,6,81,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,38.3,32
English,7,98,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,20.4,20
English,8,106,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,17.9,19
Math,5,102,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,7.8,8
Math,6,81,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,21,18
Math,7,98,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,13.3,14
Math,8,106,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,5.7,7
Science,8,106,2022,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,28.3,30
English,6,157,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,21,33
English,7,142,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,26.8,39
English,8,156,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,44.9,71
Math,6,158,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,19,31
Math,7,142,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,19,27
Math,8,156,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,18.6,30
Science,8,157,2022,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,27.4,44
English,3,159,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,11.9,19
English,4,161,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,28.6,47
English,5,168,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,19,32
Math,3,160,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,23.1,37
Math,4,161,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,23,38
Math,5,168,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,28.6,49
Science,4,161,2022,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,44.7,72
English,3,114398,2022,,,State,Proficient,40.6,46446
English,4,114533,2022,,,State,Proficient,30.9,35391
English,5,116274,2022,,,State,Proficient,40.3,46859
English,6,115785,2022,,,State,Proficient,36.7,42494
English,7,118352,2022,,,State,Proficient,39.5,46750
English,8,119366,2022,,,State,Proficient,39.7,47389
Math,3,114714,2022,,,State,Proficient,26.9,30859
Math,4,114822,2022,,,State,Proficient,25.3,29050
Math,5,116489,2022,,,State,Proficient,23.3,27142
Math,6,115844,2022,,,State,Proficient,18.9,21895
Math,7,118357,2022,,,State,Proficient,17.4,20595
Math,8,119039,2022,,,State,Proficient,15.7,18690
Science,4,114497,2022,,,State,Proficient,36.5,41792
Science,8,118412,2022,,,State,Proficient,31,36708
English,3,38,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,57.9,23
English,4,48,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,47.9,23
English,5,56,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,44.6,25
English,6,57,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,47.4,28
Math,3,37,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,32.4,12
Math,4,48,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,31.3,16
Math,5,56,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,32.1,18
Math,6,57,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,26.3,15
Science,4,48,2022,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,31.3,16
English,7,49,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Proficient,49,25
English,8,58,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Proficient,48.3,29
Math,7,49,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Proficient,12.2,6
Math,8,58,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Proficient,12.1,8
Science,8,58,2022,BENTON AREA SD,BENTON AREA MS,Columbia,Proficient,32.8,20
English,3,74,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,35.1,26
English,4,58,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,44.8,26
Math,3,74,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,27,20
Math,4,59,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,39,24
Science,4,59,2022,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,33.9,21
English,3,39,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,35.9,15
English,4,29,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,37.9,11
Math,3,39,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,35.9,15
Math,4,29,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,20.7,7
Science,4,29,2022,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,48.3,15
English,5,175,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,42.9,76
English,6,202,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,42.1,86
English,7,166,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,41.6,70
English,8,179,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,46.4,84
Math,5,174,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,21.3,38
Math,6,201,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,23.9,49
Math,7,167,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,17.4,30
Math,8,180,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,16.1,29
Science,8,177,2022,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,28.2,50
English,3,92,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,38,35
English,4,92,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,34.8,33
Math,3,93,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,21.5,20
Math,4,92,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,26.1,25
Science,4,92,2022,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,53.3,50
English,3,49,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,49,25
English,4,56,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,37.5,21
English,5,67,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,55.2,37
Math,3,49,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,32.7,17
Math,4,56,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,35.7,20
Math,5,67,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,25.4,18
Science,4,56,2022,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,50,28
English,3,36,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,44.4,16
English,4,25,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,40,10
English,5,34,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,47.1,17
Math,3,36,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,38.9,15
Math,4,25,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,44,11
Math,5,34,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,20.6,8
Science,4,25,2022,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,40,10
English,3,14,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,64.3,10
English,4,21,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,47.6,10
English,5,17,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,52.9,9
Math,3,14,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,35.7,5
Math,4,21,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,28.6,7
Math,5,18,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,16.7,4
Science,4,21,2022,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,23.8,5
English,6,106,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,33,35
English,7,89,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,39.3,35
English,8,111,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,42.3,47
Math,6,106,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,22.6,24
Math,7,89,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,21.3,19
Math,8,111,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,18,20
Science,8,111,2022,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,32.4,36
English,5,126,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,42.9,55
English,6,156,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,35.9,57
English,7,147,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,44.2,65
English,8,148,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,45.9,68
Math,5,129,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,32.6,43
Math,6,158,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,24.1,39
Math,7,147,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,25.2,38
Math,8,149,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,23.5,36
Science,8,148,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,37.2,56
English,3,132,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Proficient,44.7,60
English,4,119,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Proficient,38.7,47
Math,3,132,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Proficient,35.6,47
Math,4,119,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Proficient,42,50
Science,4,119,2022,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Proficient,28.6,35
English,7,52,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,48.1,26
English,8,38,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,50,19
Math,7,50,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,22,11
Math,8,38,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,13.2,6
Science,8,38,2022,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,39.5,16
English,3,38,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,65.8,26
English,4,34,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,35.3,13
English,5,39,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,48.7,19
English,6,53,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,45.3,25
Math,3,38,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,31.6,13
Math,4,34,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,26.5,10
Math,5,39,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,35.9,15
Math,6,53,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,22.6,12
Science,4,34,2022,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,44.1,15
English,3,83,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,45.8,39
English,4,78,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,51.3,41
Math,3,83,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,41,35
Math,4,79,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,40.5,32
Science,4,79,2022,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,35.4,28
