Subject,Grade,Scored,Year,Top,Baseline,Score,District,School,County,SchoolNum,Cohort
Math,8,128,2018,35.1,BelowBasic,39.1,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Science,8,128,2018,55.400000000000006,BelowBasic,19.5,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,8,187,2018,73.8,BelowBasic,3.7,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,8,189,2018,41.8,BelowBasic,31.2,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Science,8,189,2018,67.19999999999999,BelowBasic,16.4,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,11,43,2021,53.5,Top,53.5,BENTON AREA SD,BENTON AREA HS,1,,2
Science,11,13,2021,100,Top,100,BENTON AREA SD,BENTON AREA HS,1,,2
Math,11,133,2021,59.400000000000006,Top,59.400000000000006,BERWICK AREA SD,BERWICK AREA HS,1,,2
Science,11,37,2021,75.7,Top,75.7,BERWICK AREA SD,BERWICK AREA HS,1,,2
English,11,24,2021,70.8,Top,70.8,BERWICK AREA SD,BERWICK AREA HS,1,,2
Math,11,86,2021,53.5,Top,53.5,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,2
Science,11,48,2021,77.1,Top,77.1,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,2
Math,11,132,2021,83.30000000000001,Top,83.30000000000001,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,2
Science,11,61,2021,88.5,Top,88.5,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,2
Math,11,42,2021,61.900000000000006,Top,61.900000000000006,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,2
Math,11,37,2021,48.599999999999994,Top,48.599999999999994,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,2
Math,11,100,2021,82,Top,82,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,2
English,11,99,2021,58.5,Top,58.5,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,2
Math,11,16,2021,56.3,Top,56.3,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,2
Math,11,128,2021,89.1,Top,89.1,DANVILLE AREA SD,DANVILLE AREA SHS,2,,2
Science,11,59,2021,98.3,Top,98.3,DANVILLE AREA SD,DANVILLE AREA SHS,2,,2
Math,11,43,2021,53.5,Advanced,23.3,BENTON AREA SD,BENTON AREA HS,1,,2
Science,11,13,2021,100,Advanced,46.2,BENTON AREA SD,BENTON AREA HS,1,,2
Math,11,133,2021,59.400000000000006,Advanced,11.3,BERWICK AREA SD,BERWICK AREA HS,1,,2
Science,11,37,2021,75.7,Advanced,51.4,BERWICK AREA SD,BERWICK AREA HS,1,,2
English,11,24,2021,70.8,Advanced,37.5,BERWICK AREA SD,BERWICK AREA HS,1,,2
Math,11,86,2021,53.5,Advanced,30.2,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,2
Science,11,48,2021,77.1,Advanced,35.4,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,2
Math,11,132,2021,83.30000000000001,Advanced,49.2,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,2
Science,11,61,2021,88.5,Advanced,62.3,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,2
Math,11,42,2021,61.900000000000006,Advanced,26.2,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,2
Math,11,37,2021,48.599999999999994,Advanced,18.9,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,2
Math,11,100,2021,82,Advanced,34,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,2
English,11,99,2021,58.5,Advanced,4,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,2
Math,11,16,2021,56.3,Advanced,12.5,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,2
Math,11,128,2021,89.1,Advanced,46.1,DANVILLE AREA SD,DANVILLE AREA SHS,2,,2
Science,11,59,2021,98.3,Advanced,78,DANVILLE AREA SD,DANVILLE AREA SHS,2,,2
Math,11,43,2021,53.5,Proficient,30.2,BENTON AREA SD,BENTON AREA HS,1,,2
Science,11,13,2021,100,Proficient,53.8,BENTON AREA SD,BENTON AREA HS,1,,2
Math,11,133,2021,59.400000000000006,Proficient,48.1,BERWICK AREA SD,BERWICK AREA HS,1,,2
Science,11,37,2021,75.7,Proficient,24.3,BERWICK AREA SD,BERWICK AREA HS,1,,2
English,11,24,2021,70.8,Proficient,33.3,BERWICK AREA SD,BERWICK AREA HS,1,,2
Math,11,86,2021,53.5,Proficient,23.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,2
Science,11,48,2021,77.1,Proficient,41.7,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,2
Math,11,132,2021,83.30000000000001,Proficient,34.1,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,2
Science,11,61,2021,88.5,Proficient,26.2,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,2
Math,11,42,2021,61.900000000000006,Proficient,35.7,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,2
Math,11,37,2021,48.599999999999994,Proficient,29.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,2
Math,11,100,2021,82,Proficient,48,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,2
English,11,99,2021,58.5,Proficient,54.5,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,2
Math,11,16,2021,56.3,Proficient,43.8,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,2
Math,11,128,2021,89.1,Proficient,43,DANVILLE AREA SD,DANVILLE AREA SHS,2,,2
Science,11,59,2021,98.3,Proficient,20.3,DANVILLE AREA SD,DANVILLE AREA SHS,2,,2
Math,11,43,2021,53.5,Basic,27.9,BENTON AREA SD,BENTON AREA HS,1,,2
Science,11,13,2021,100,Basic,0,BENTON AREA SD,BENTON AREA HS,1,,2
Math,11,133,2021,59.400000000000006,Basic,27.1,BERWICK AREA SD,BERWICK AREA HS,1,,2
Science,11,37,2021,75.7,Basic,13.5,BERWICK AREA SD,BERWICK AREA HS,1,,2
English,11,24,2021,70.8,Basic,8.3,BERWICK AREA SD,BERWICK AREA HS,1,,2
Math,11,86,2021,53.5,Basic,39.5,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,2
Science,11,48,2021,77.1,Basic,16.7,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,2
Math,11,132,2021,83.30000000000001,Basic,14.4,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,2
Science,11,61,2021,88.5,Basic,9.8,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,2
Math,11,42,2021,61.900000000000006,Basic,35.7,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,2
Math,11,37,2021,48.599999999999994,Basic,37.8,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,2
Math,11,100,2021,82,Basic,13,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,2
English,11,99,2021,58.5,Basic,27.3,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,2
Math,11,16,2021,56.3,Basic,31.3,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,2
Math,11,128,2021,89.1,Basic,10.2,DANVILLE AREA SD,DANVILLE AREA SHS,2,,2
Science,11,59,2021,98.3,Basic,1.7,DANVILLE AREA SD,DANVILLE AREA SHS,2,,2
Math,11,43,2021,53.5,BelowBasic,18.6,BENTON AREA SD,BENTON AREA HS,1,,2
Science,11,13,2021,100,BelowBasic,0,BENTON AREA SD,BENTON AREA HS,1,,2
Math,11,133,2021,59.400000000000006,BelowBasic,13.5,BERWICK AREA SD,BERWICK AREA HS,1,,2
Science,11,37,2021,75.7,BelowBasic,10.8,BERWICK AREA SD,BERWICK AREA HS,1,,2
English,11,24,2021,70.8,BelowBasic,20.8,BERWICK AREA SD,BERWICK AREA HS,1,,2
Math,11,86,2021,53.5,BelowBasic,7,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,2
Science,11,48,2021,77.1,BelowBasic,6.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,2
Math,11,132,2021,83.30000000000001,BelowBasic,2.3,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,2
Science,11,61,2021,88.5,BelowBasic,1.6,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,2
Math,11,42,2021,61.900000000000006,BelowBasic,2.4,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,2
Math,11,37,2021,48.599999999999994,BelowBasic,13.5,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,2
Math,11,100,2021,82,BelowBasic,5,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,2
English,11,99,2021,58.5,BelowBasic,14.1,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,2
Math,11,16,2021,56.3,BelowBasic,12.5,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,2
Math,11,128,2021,89.1,BelowBasic,0.8,DANVILLE AREA SD,DANVILLE AREA SHS,2,,2
Science,11,59,2021,98.3,BelowBasic,0,DANVILLE AREA SD,DANVILLE AREA SHS,2,,2
English,8,61,2016,70.5,Top,70.5,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
Math,8,61,2016,23,Top,23,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
Science,8,61,2016,77,Top,77,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
English,8,205,2016,51.2,Top,51.2,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
Math,8,203,2016,29.5,Top,29.5,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
Science,8,203,2016,58.1,Top,58.1,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
English,8,112,2016,68.69999999999999,Top,68.69999999999999,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
Math,8,112,2016,35.8,Top,35.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
Science,8,112,2016,72.4,Top,72.4,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
English,8,146,2016,71.3,Top,71.3,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
Math,8,145,2016,67.6,Top,67.6,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
Science,8,145,2016,75.19999999999999,Top,75.19999999999999,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
English,8,62,2016,41.9,Top,41.9,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
Math,8,61,2016,29.5,Top,29.5,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
Science,8,60,2016,45,Top,45,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
English,8,118,2016,72,Top,72,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
Math,8,118,2016,25.4,Top,25.4,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
Science,8,118,2016,74.5,Top,74.5,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
English,8,184,2016,66.8,Top,66.8,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
Math,8,186,2016,37.1,Top,37.1,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
Science,8,185,2016,66.5,Top,66.5,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
English,8,61,2016,70.5,Advanced,19.7,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
Math,8,61,2016,23,Advanced,6.6,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
Science,8,61,2016,77,Advanced,34.4,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
English,8,205,2016,51.2,Advanced,12.2,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
Math,8,203,2016,29.5,Advanced,5.4,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
Science,8,203,2016,58.1,Advanced,24.6,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
English,8,112,2016,68.69999999999999,Advanced,21.4,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
Math,8,112,2016,35.8,Advanced,4.5,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
Science,8,112,2016,72.4,Advanced,31.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
English,8,146,2016,71.3,Advanced,19.9,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
Math,8,145,2016,67.6,Advanced,37.9,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
Science,8,145,2016,75.19999999999999,Advanced,48.3,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
English,8,62,2016,41.9,Advanced,4.8,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
Math,8,61,2016,29.5,Advanced,11.5,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
Science,8,60,2016,45,Advanced,23.3,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
English,8,118,2016,72,Advanced,14.4,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
Math,8,118,2016,25.4,Advanced,5.9,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
Science,8,118,2016,74.5,Advanced,34.7,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
English,8,184,2016,66.8,Advanced,22.8,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
Math,8,186,2016,37.1,Advanced,10.8,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
Science,8,185,2016,66.5,Advanced,37.3,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
English,8,61,2016,70.5,Proficient,50.8,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
Math,8,61,2016,23,Proficient,16.4,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
Science,8,61,2016,77,Proficient,42.6,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
English,8,205,2016,51.2,Proficient,39,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
Math,8,203,2016,29.5,Proficient,24.1,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
Science,8,203,2016,58.1,Proficient,33.5,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
English,8,112,2016,68.69999999999999,Proficient,47.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
Math,8,112,2016,35.8,Proficient,31.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
Science,8,112,2016,72.4,Proficient,41.1,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
English,8,146,2016,71.3,Proficient,51.4,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
Math,8,145,2016,67.6,Proficient,29.7,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
Science,8,145,2016,75.19999999999999,Proficient,26.9,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
English,8,62,2016,41.9,Proficient,37.1,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
Math,8,61,2016,29.5,Proficient,18,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
Science,8,60,2016,45,Proficient,21.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
English,8,118,2016,72,Proficient,57.6,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
Math,8,118,2016,25.4,Proficient,19.5,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
Science,8,118,2016,74.5,Proficient,39.8,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
English,8,184,2016,66.8,Proficient,44,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
Math,8,186,2016,37.1,Proficient,26.3,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
Science,8,185,2016,66.5,Proficient,29.2,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
English,8,61,2016,70.5,Basic,21.3,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
Math,8,61,2016,23,Basic,39.3,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
Science,8,61,2016,77,Basic,14.8,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
English,8,205,2016,51.2,Basic,38,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
Math,8,203,2016,29.5,Basic,32.5,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
Science,8,203,2016,58.1,Basic,17.2,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
English,8,112,2016,68.69999999999999,Basic,26.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
Math,8,112,2016,35.8,Basic,42,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
Science,8,112,2016,72.4,Basic,18.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
English,8,146,2016,71.3,Basic,19.9,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
Math,8,145,2016,67.6,Basic,16.6,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
Science,8,145,2016,75.19999999999999,Basic,14.5,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
English,8,62,2016,41.9,Basic,41.9,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
Math,8,61,2016,29.5,Basic,14.8,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
Science,8,60,2016,45,Basic,25,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
English,8,118,2016,72,Basic,20.3,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
Math,8,118,2016,25.4,Basic,44.1,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
Science,8,118,2016,74.5,Basic,14.4,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
English,8,184,2016,66.8,Basic,23.4,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
Math,8,186,2016,37.1,Basic,36,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
Science,8,185,2016,66.5,Basic,17.3,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
English,8,61,2016,70.5,BelowBasic,8.2,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
Math,8,61,2016,23,BelowBasic,37.7,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
Science,8,61,2016,77,BelowBasic,8.2,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,3
English,8,205,2016,51.2,BelowBasic,10.7,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
Math,8,203,2016,29.5,BelowBasic,37.9,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
Science,8,203,2016,58.1,BelowBasic,24.6,BERWICK AREA SD,BERWICK AREA MS,1,000006808,3
English,8,112,2016,68.69999999999999,BelowBasic,4.5,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
Math,8,112,2016,35.8,BelowBasic,22.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
Science,8,112,2016,72.4,BelowBasic,8.9,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,3
English,8,146,2016,71.3,BelowBasic,8.9,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
Math,8,145,2016,67.6,BelowBasic,15.9,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
Science,8,145,2016,75.19999999999999,BelowBasic,10.3,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,3
English,8,62,2016,41.9,BelowBasic,16.1,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
Math,8,61,2016,29.5,BelowBasic,55.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
Science,8,60,2016,45,BelowBasic,30,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,3
English,8,118,2016,72,BelowBasic,7.6,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
Math,8,118,2016,25.4,BelowBasic,30.5,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
Science,8,118,2016,74.5,BelowBasic,11,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,3
English,8,184,2016,66.8,BelowBasic,9.8,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
Math,8,186,2016,37.1,BelowBasic,26.9,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
Science,8,185,2016,66.5,BelowBasic,16.2,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,3
Math,11,54,2019,81.5,Top,81.5,BENTON AREA SD,BENTON AREA HS,1,,3
Science,11,54,2019,90.7,Top,90.7,BENTON AREA SD,BENTON AREA HS,1,,3
English,11,54,2019,85.2,Top,85.2,BENTON AREA SD,BENTON AREA HS,1,,3
Math,11,153,2019,66.6,Top,66.6,BERWICK AREA SD,BERWICK AREA HS,1,,3
Science,11,152,2019,65.8,Top,65.8,BERWICK AREA SD,BERWICK AREA HS,1,,3
English,11,152,2019,69.1,Top,69.1,BERWICK AREA SD,BERWICK AREA HS,1,,3
Math,11,77,2019,83.19999999999999,Top,83.19999999999999,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
Science,11,84,2019,78.6,Top,78.6,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
English,11,84,2019,78.60000000000001,Top,78.60000000000001,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
Math,11,120,2019,86.7,Top,86.7,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
Science,11,123,2019,88.6,Top,88.6,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
English,11,123,2019,88.6,Top,88.6,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
Math,11,147,2019,53.7,Top,53.7,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
Science,11,148,2019,46,Top,46,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
English,11,147,2019,49,Top,49,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
Math,11,46,2019,54.3,Top,54.3,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
Science,11,46,2019,54.3,Top,54.3,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
English,11,46,2019,69.60000000000001,Top,69.60000000000001,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
Math,11,103,2019,91.3,Top,91.3,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
Science,11,103,2019,89.3,Top,89.3,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
English,11,103,2019,89.30000000000001,Top,89.30000000000001,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
Science,11,11,2019,18.2,Top,18.2,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,3
Math,11,152,2019,77.6,Top,77.6,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
Science,11,157,2019,81.5,Top,81.5,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
English,11,157,2019,85.9,Top,85.9,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
Math,11,54,2019,81.5,Advanced,25.9,BENTON AREA SD,BENTON AREA HS,1,,3
Science,11,54,2019,90.7,Advanced,40.7,BENTON AREA SD,BENTON AREA HS,1,,3
English,11,54,2019,85.2,Advanced,9.3,BENTON AREA SD,BENTON AREA HS,1,,3
Math,11,153,2019,66.6,Advanced,17.6,BERWICK AREA SD,BERWICK AREA HS,1,,3
Science,11,152,2019,65.8,Advanced,22.4,BERWICK AREA SD,BERWICK AREA HS,1,,3
English,11,152,2019,69.1,Advanced,3.3,BERWICK AREA SD,BERWICK AREA HS,1,,3
Math,11,77,2019,83.19999999999999,Advanced,36.4,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
Science,11,84,2019,78.6,Advanced,22.6,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
English,11,84,2019,78.60000000000001,Advanced,10.7,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
Math,11,120,2019,86.7,Advanced,36.7,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
Science,11,123,2019,88.6,Advanced,37.4,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
English,11,123,2019,88.6,Advanced,23.6,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
Math,11,147,2019,53.7,Advanced,15.6,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
Science,11,148,2019,46,Advanced,14.2,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
English,11,147,2019,49,Advanced,0.7,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
Math,11,46,2019,54.3,Advanced,21.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
Science,11,46,2019,54.3,Advanced,21.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
English,11,46,2019,69.60000000000001,Advanced,10.9,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
Math,11,103,2019,91.3,Advanced,14.6,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
Science,11,103,2019,89.3,Advanced,24.3,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
English,11,103,2019,89.30000000000001,Advanced,18.4,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
Science,11,11,2019,18.2,Advanced,9.1,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,3
Math,11,152,2019,77.6,Advanced,45.4,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
Science,11,157,2019,81.5,Advanced,43.3,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
English,11,157,2019,85.9,Advanced,19.7,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
