Subject,Grade,Scored,Year,Top,Baseline,Score,District,School,County,SchoolNum,Cohort
English,7,96,2018,74,BelowBasic,2.1,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
Math,7,96,2018,56.3,BelowBasic,19.8,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
English,7,176,2018,72.8,BelowBasic,0.6,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
Math,7,176,2018,54.5,BelowBasic,26.7,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
English,8,40,2019,72.5,Top,72.5,BENTON AREA SD,BENTON AREA MS,1,000008433,1
Math,8,40,2019,40,Top,40,BENTON AREA SD,BENTON AREA MS,1,000008433,1
Science,8,40,2019,70,Top,70,BENTON AREA SD,BENTON AREA MS,1,000008433,1
English,8,211,2019,55.5,Top,55.5,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
Math,8,211,2019,27,Top,27,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
Science,8,211,2019,50.7,Top,50.7,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
English,8,121,2019,57,Top,57,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
Math,8,120,2019,30.8,Top,30.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
Science,8,120,2019,75.8,Top,75.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
English,8,156,2019,73.7,Top,73.7,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
Math,8,156,2019,53.2,Top,53.2,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
Science,8,156,2019,75,Top,75,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
English,8,44,2019,70.5,Top,70.5,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
Math,8,44,2019,22.8,Top,22.8,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
Science,8,44,2019,70.4,Top,70.4,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
English,8,99,2019,65.6,Top,65.6,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
Math,8,98,2019,53.099999999999994,Top,53.099999999999994,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
Science,8,98,2019,69.3,Top,69.3,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
English,8,175,2019,73.7,Top,73.7,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
Math,8,173,2019,49.7,Top,49.7,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
Science,8,171,2019,74.19999999999999,Top,74.19999999999999,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
English,8,40,2019,72.5,Advanced,15,BENTON AREA SD,BENTON AREA MS,1,000008433,1
Math,8,40,2019,40,Advanced,15,BENTON AREA SD,BENTON AREA MS,1,000008433,1
Science,8,40,2019,70,Advanced,42.5,BENTON AREA SD,BENTON AREA MS,1,000008433,1
English,8,211,2019,55.5,Advanced,16.6,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
Math,8,211,2019,27,Advanced,6.6,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
Science,8,211,2019,50.7,Advanced,16.6,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
English,8,121,2019,57,Advanced,13.2,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
Math,8,120,2019,30.8,Advanced,5,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
Science,8,120,2019,75.8,Advanced,37.5,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
English,8,156,2019,73.7,Advanced,25.6,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
Math,8,156,2019,53.2,Advanced,26.3,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
Science,8,156,2019,75,Advanced,39.1,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
English,8,44,2019,70.5,Advanced,18.2,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
Math,8,44,2019,22.8,Advanced,2.3,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
Science,8,44,2019,70.4,Advanced,15.9,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
English,8,99,2019,65.6,Advanced,12.1,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
Math,8,98,2019,53.099999999999994,Advanced,14.3,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
Science,8,98,2019,69.3,Advanced,22.4,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
English,8,175,2019,73.7,Advanced,32.6,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
Math,8,173,2019,49.7,Advanced,16.2,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
Science,8,171,2019,74.19999999999999,Advanced,37.4,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
English,8,40,2019,72.5,Proficient,57.5,BENTON AREA SD,BENTON AREA MS,1,000008433,1
Math,8,40,2019,40,Proficient,25,BENTON AREA SD,BENTON AREA MS,1,000008433,1
Science,8,40,2019,70,Proficient,27.5,BENTON AREA SD,BENTON AREA MS,1,000008433,1
English,8,211,2019,55.5,Proficient,38.9,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
Math,8,211,2019,27,Proficient,20.4,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
Science,8,211,2019,50.7,Proficient,34.1,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
English,8,121,2019,57,Proficient,43.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
Math,8,120,2019,30.8,Proficient,25.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
Science,8,120,2019,75.8,Proficient,38.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
English,8,156,2019,73.7,Proficient,48.1,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
Math,8,156,2019,53.2,Proficient,26.9,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
Science,8,156,2019,75,Proficient,35.9,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
English,8,44,2019,70.5,Proficient,52.3,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
Math,8,44,2019,22.8,Proficient,20.5,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
Science,8,44,2019,70.4,Proficient,54.5,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
English,8,99,2019,65.6,Proficient,53.5,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
Math,8,98,2019,53.099999999999994,Proficient,38.8,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
Science,8,98,2019,69.3,Proficient,46.9,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
English,8,175,2019,73.7,Proficient,41.1,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
Math,8,173,2019,49.7,Proficient,33.5,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
Science,8,171,2019,74.19999999999999,Proficient,36.8,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
English,8,40,2019,72.5,Basic,15,BENTON AREA SD,BENTON AREA MS,1,000008433,1
Math,8,40,2019,40,Basic,30,BENTON AREA SD,BENTON AREA MS,1,000008433,1
Science,8,40,2019,70,Basic,22.5,BENTON AREA SD,BENTON AREA MS,1,000008433,1
English,8,211,2019,55.5,Basic,29.9,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
Math,8,211,2019,27,Basic,27,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
Science,8,211,2019,50.7,Basic,22.7,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
English,8,121,2019,57,Basic,38.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
Math,8,120,2019,30.8,Basic,37.5,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
Science,8,120,2019,75.8,Basic,15.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
English,8,156,2019,73.7,Basic,21.2,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
Math,8,156,2019,53.2,Basic,30.8,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
Science,8,156,2019,75,Basic,16.7,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
English,8,44,2019,70.5,Basic,20.5,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
Math,8,44,2019,22.8,Basic,36.4,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
Science,8,44,2019,70.4,Basic,13.6,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
English,8,99,2019,65.6,Basic,28.3,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
Math,8,98,2019,53.099999999999994,Basic,25.5,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
Science,8,98,2019,69.3,Basic,19.4,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
English,8,175,2019,73.7,Basic,21.1,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
Math,8,173,2019,49.7,Basic,26,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
Science,8,171,2019,74.19999999999999,Basic,14,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
English,8,40,2019,72.5,BelowBasic,12.5,BENTON AREA SD,BENTON AREA MS,1,000008433,1
Math,8,40,2019,40,BelowBasic,30,BENTON AREA SD,BENTON AREA MS,1,000008433,1
Science,8,40,2019,70,BelowBasic,7.5,BENTON AREA SD,BENTON AREA MS,1,000008433,1
English,8,211,2019,55.5,BelowBasic,14.7,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
Math,8,211,2019,27,BelowBasic,46,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
Science,8,211,2019,50.7,BelowBasic,26.5,BERWICK AREA SD,BERWICK AREA MS,1,000006808,1
English,8,121,2019,57,BelowBasic,4.1,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
Math,8,120,2019,30.8,BelowBasic,31.7,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
Science,8,120,2019,75.8,BelowBasic,8.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,1
English,8,156,2019,73.7,BelowBasic,5.1,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
Math,8,156,2019,53.2,BelowBasic,16,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
Science,8,156,2019,75,BelowBasic,8.3,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,1
English,8,44,2019,70.5,BelowBasic,9.1,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
Math,8,44,2019,22.8,BelowBasic,40.9,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
Science,8,44,2019,70.4,BelowBasic,15.9,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,1
English,8,99,2019,65.6,BelowBasic,6.1,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
Math,8,98,2019,53.099999999999994,BelowBasic,21.4,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
Science,8,98,2019,69.3,BelowBasic,11.2,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,1
English,8,175,2019,73.7,BelowBasic,5.1,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
Math,8,173,2019,49.7,BelowBasic,24.3,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
Science,8,171,2019,74.19999999999999,BelowBasic,11.7,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,1
Math,11,16,2022,87.6,Top,87.6,BENTON AREA SD,BENTON AREA HS,1,,1
Science,11,24,2022,45.8,Top,45.8,BENTON AREA SD,BENTON AREA HS,1,,1
English,11,38,2022,52.699999999999996,Top,52.699999999999996,BENTON AREA SD,BENTON AREA HS,1,,1
Math,11,70,2022,77.19999999999999,Top,77.19999999999999,BERWICK AREA SD,BERWICK AREA HS,1,,1
Science,11,121,2022,23.2,Top,23.2,BERWICK AREA SD,BERWICK AREA HS,1,,1
English,11,135,2022,51.1,Top,51.1,BERWICK AREA SD,BERWICK AREA HS,1,,1
Math,11,45,2022,82.2,Top,82.2,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
Science,11,37,2022,40.5,Top,40.5,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
English,11,88,2022,78.39999999999999,Top,78.39999999999999,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
Math,11,92,2022,90.19999999999999,Top,90.19999999999999,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
Science,11,92,2022,42.400000000000006,Top,42.400000000000006,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
English,11,134,2022,68.7,Top,68.7,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
Math,11,114,2022,22.8,Top,22.8,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
Science,11,141,2022,27.6,Top,27.6,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
English,11,144,2022,34,Top,34,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
Math,11,11,2022,81.8,Top,81.8,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
Science,11,30,2022,50,Top,50,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
English,11,32,2022,68.69999999999999,Top,68.69999999999999,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
Math,11,43,2022,95.4,Top,95.4,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
Science,11,77,2022,55.9,Top,55.9,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
English,11,79,2022,81.10000000000001,Top,81.10000000000001,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
English,11,11,2022,54.5,Top,54.5,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,1
Math,11,108,2022,85.19999999999999,Top,85.19999999999999,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
Science,11,82,2022,69.5,Top,69.5,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
English,11,135,2022,87.4,Top,87.4,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
Math,11,16,2022,87.6,Advanced,68.8,BENTON AREA SD,BENTON AREA HS,1,,1
Science,11,24,2022,45.8,Advanced,8.3,BENTON AREA SD,BENTON AREA HS,1,,1
English,11,38,2022,52.699999999999996,Advanced,5.3,BENTON AREA SD,BENTON AREA HS,1,,1
Math,11,70,2022,77.19999999999999,Advanced,34.3,BERWICK AREA SD,BERWICK AREA HS,1,,1
Science,11,121,2022,23.2,Advanced,1.7,BERWICK AREA SD,BERWICK AREA HS,1,,1
English,11,135,2022,51.1,Advanced,0.7,BERWICK AREA SD,BERWICK AREA HS,1,,1
Math,11,45,2022,82.2,Advanced,68.9,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
Science,11,37,2022,40.5,Advanced,16.2,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
English,11,88,2022,78.39999999999999,Advanced,13.6,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
Math,11,92,2022,90.19999999999999,Advanced,54.3,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
Science,11,92,2022,42.400000000000006,Advanced,19.6,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
English,11,134,2022,68.7,Advanced,17.2,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
Math,11,114,2022,22.8,Advanced,7.9,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
Science,11,141,2022,27.6,Advanced,2.1,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
English,11,144,2022,34,Advanced,0,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
Math,11,11,2022,81.8,Advanced,9.1,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
Science,11,30,2022,50,Advanced,10,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
English,11,32,2022,68.69999999999999,Advanced,3.1,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
Math,11,43,2022,95.4,Advanced,62.8,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
Science,11,77,2022,55.9,Advanced,16.9,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
English,11,79,2022,81.10000000000001,Advanced,12.7,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
English,11,11,2022,54.5,Advanced,0,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,1
Math,11,108,2022,85.19999999999999,Advanced,46.3,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
Science,11,82,2022,69.5,Advanced,23.2,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
English,11,135,2022,87.4,Advanced,18.5,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
Math,11,16,2022,87.6,Proficient,18.8,BENTON AREA SD,BENTON AREA HS,1,,1
Science,11,24,2022,45.8,Proficient,37.5,BENTON AREA SD,BENTON AREA HS,1,,1
English,11,38,2022,52.699999999999996,Proficient,47.4,BENTON AREA SD,BENTON AREA HS,1,,1
Math,11,70,2022,77.19999999999999,Proficient,42.9,BERWICK AREA SD,BERWICK AREA HS,1,,1
Science,11,121,2022,23.2,Proficient,21.5,BERWICK AREA SD,BERWICK AREA HS,1,,1
English,11,135,2022,51.1,Proficient,50.4,BERWICK AREA SD,BERWICK AREA HS,1,,1
Math,11,45,2022,82.2,Proficient,13.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
Science,11,37,2022,40.5,Proficient,24.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
English,11,88,2022,78.39999999999999,Proficient,64.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
Math,11,92,2022,90.19999999999999,Proficient,35.9,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
Science,11,92,2022,42.400000000000006,Proficient,22.8,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
English,11,134,2022,68.7,Proficient,51.5,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
Math,11,114,2022,22.8,Proficient,14.9,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
Science,11,141,2022,27.6,Proficient,25.5,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
English,11,144,2022,34,Proficient,34,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
Math,11,11,2022,81.8,Proficient,72.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
Science,11,30,2022,50,Proficient,40,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
English,11,32,2022,68.69999999999999,Proficient,65.6,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
Math,11,43,2022,95.4,Proficient,32.6,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
Science,11,77,2022,55.9,Proficient,39,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
English,11,79,2022,81.10000000000001,Proficient,68.4,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
English,11,11,2022,54.5,Proficient,54.5,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,1
Math,11,108,2022,85.19999999999999,Proficient,38.9,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
Science,11,82,2022,69.5,Proficient,46.3,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
English,11,135,2022,87.4,Proficient,68.9,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
Math,11,16,2022,87.6,Basic,6.3,BENTON AREA SD,BENTON AREA HS,1,,1
Science,11,24,2022,45.8,Basic,33.3,BENTON AREA SD,BENTON AREA HS,1,,1
English,11,38,2022,52.699999999999996,Basic,31.6,BENTON AREA SD,BENTON AREA HS,1,,1
Math,11,70,2022,77.19999999999999,Basic,14.3,BERWICK AREA SD,BERWICK AREA HS,1,,1
Science,11,121,2022,23.2,Basic,47.1,BERWICK AREA SD,BERWICK AREA HS,1,,1
English,11,135,2022,51.1,Basic,31.1,BERWICK AREA SD,BERWICK AREA HS,1,,1
Math,11,45,2022,82.2,Basic,13.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
Science,11,37,2022,40.5,Basic,43.2,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
English,11,88,2022,78.39999999999999,Basic,19.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
Math,11,92,2022,90.19999999999999,Basic,8.7,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
Science,11,92,2022,42.400000000000006,Basic,46.7,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
English,11,134,2022,68.7,Basic,27.6,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
Math,11,114,2022,22.8,Basic,50.9,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
Science,11,141,2022,27.6,Basic,45.4,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
English,11,144,2022,34,Basic,43.1,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
Math,11,11,2022,81.8,Basic,9.1,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
Science,11,30,2022,50,Basic,36.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
English,11,32,2022,68.69999999999999,Basic,21.9,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
Math,11,43,2022,95.4,Basic,0,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
Science,11,77,2022,55.9,Basic,36.4,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
English,11,79,2022,81.10000000000001,Basic,15.2,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
English,11,11,2022,54.5,Basic,27.3,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,1
Math,11,108,2022,85.19999999999999,Basic,12,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
Science,11,82,2022,69.5,Basic,25.6,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
English,11,135,2022,87.4,Basic,11.1,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
Math,11,16,2022,87.6,BelowBasic,6.3,BENTON AREA SD,BENTON AREA HS,1,,1
Science,11,24,2022,45.8,BelowBasic,20.8,BENTON AREA SD,BENTON AREA HS,1,,1
English,11,38,2022,52.699999999999996,BelowBasic,15.8,BENTON AREA SD,BENTON AREA HS,1,,1
Math,11,70,2022,77.19999999999999,BelowBasic,8.6,BERWICK AREA SD,BERWICK AREA HS,1,,1
Science,11,121,2022,23.2,BelowBasic,29.8,BERWICK AREA SD,BERWICK AREA HS,1,,1
English,11,135,2022,51.1,BelowBasic,17.8,BERWICK AREA SD,BERWICK AREA HS,1,,1
Math,11,45,2022,82.2,BelowBasic,4.4,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
Science,11,37,2022,40.5,BelowBasic,16.2,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
English,11,88,2022,78.39999999999999,BelowBasic,2.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,1
Math,11,92,2022,90.19999999999999,BelowBasic,1.1,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
Science,11,92,2022,42.400000000000006,BelowBasic,10.9,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
English,11,134,2022,68.7,BelowBasic,3.7,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,1
Math,11,114,2022,22.8,BelowBasic,26.3,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
Science,11,141,2022,27.6,BelowBasic,27,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
English,11,144,2022,34,BelowBasic,22.9,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,1
Math,11,11,2022,81.8,BelowBasic,9.1,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
Science,11,30,2022,50,BelowBasic,13.3,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
English,11,32,2022,68.69999999999999,BelowBasic,9.4,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,1
Math,11,43,2022,95.4,BelowBasic,4.7,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
Science,11,77,2022,55.9,BelowBasic,7.8,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
English,11,79,2022,81.10000000000001,BelowBasic,3.8,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,1
English,11,11,2022,54.5,BelowBasic,18.2,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,1
Math,11,108,2022,85.19999999999999,BelowBasic,2.8,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
Science,11,82,2022,69.5,BelowBasic,4.9,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
English,11,135,2022,87.4,BelowBasic,1.5,DANVILLE AREA SD,DANVILLE AREA SHS,2,,1
English,6,59,2016,69.5,Top,69.5,BENTON AREA SD,APPLEMAN EL SCH,1,000001594,2
Math,6,59,2016,33.9,Top,33.9,BENTON AREA SD,APPLEMAN EL SCH,1,000001594,2
English,6,215,2016,59,Top,59,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,6,216,2016,38.9,Top,38.9,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,6,133,2016,53.400000000000006,Top,53.400000000000006,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,6,133,2016,41.3,Top,41.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,6,120,2016,75.9,Top,75.9,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
