SchoolNum,District,School,Subject,Grade,Scored,County,Year,Baseline,Score
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Science,Total,54,Columbia,2017,Proficient,51.9
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,English,3,29,Columbia,2017,Proficient,51.7
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,English,4,37,Columbia,2017,Proficient,24.3
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,English,5,37,Columbia,2017,Proficient,54.1
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,English,Total,103,Columbia,2017,Proficient,42.7
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Math,3,29,Columbia,2017,Proficient,34.5
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Math,4,38,Columbia,2017,Proficient,31.6
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Math,5,36,Columbia,2017,Proficient,30.6
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Math,Total,103,Columbia,2017,Proficient,32
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Science,4,38,Columbia,2017,Proficient,52.6
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Science,Total,38,Columbia,2017,Proficient,52.6
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,English,3,131,Columbia,2017,Proficient,59.5
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,English,4,137,Columbia,2017,Proficient,35.8
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,English,Total,268,Columbia,2017,Proficient,47.4
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Math,3,131,Columbia,2017,Proficient,36.6
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Math,4,138,Columbia,2017,Proficient,38.4
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Math,Total,269,Columbia,2017,Proficient,37.5
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Science,4,138,Columbia,2017,Proficient,37.7
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Science,Total,138,Columbia,2017,Proficient,37.7
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,5,140,Columbia,2017,Proficient,51.4
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,6,145,Columbia,2017,Proficient,52.4
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,7,125,Columbia,2017,Proficient,50.4
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,8,157,Columbia,2017,Proficient,49.7
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,Total,567,Columbia,2017,Proficient,51
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,5,141,Columbia,2017,Proficient,35.5
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,6,145,Columbia,2017,Proficient,32.4
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,7,125,Columbia,2017,Proficient,29.6
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,8,157,Columbia,2017,Proficient,35
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,Total,568,Columbia,2017,Proficient,33.3
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Science,8,157,Columbia,2017,Proficient,43.3
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Science,Total,157,Columbia,2017,Proficient,43.3
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,English,3,39,Columbia,2017,Proficient,56.4
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,English,4,38,Columbia,2017,Proficient,44.7
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,English,5,51,Columbia,2017,Proficient,45.1
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,English,6,40,Columbia,2017,Proficient,50
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,English,Total,168,Columbia,2017,Proficient,48.8
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Math,3,40,Columbia,2017,Proficient,35
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Math,4,38,Columbia,2017,Proficient,18.4
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Math,5,51,Columbia,2017,Proficient,29.4
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Math,6,40,Columbia,2017,Proficient,20
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Math,Total,169,Columbia,2017,Proficient,26
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Science,4,38,Columbia,2017,Proficient,52.6
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Science,Total,38,Columbia,2017,Proficient,52.6
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,7,54,Columbia,2017,Proficient,25.9
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,8,59,Columbia,2017,Proficient,50.8
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,Total,113,Columbia,2017,Proficient,38.9
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,7,60,Columbia,2017,Proficient,1.7
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,8,59,Columbia,2017,Proficient,16.9
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,Total,119,Columbia,2017,Proficient,9.2
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,8,59,Columbia,2017,Proficient,39
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,Total,59,Columbia,2017,Proficient,39
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,English,3,103,Columbia,2017,Proficient,59.2
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,English,4,108,Columbia,2017,Proficient,44.4
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,English,Total,211,Columbia,2017,Proficient,51.7
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Math,3,103,Columbia,2017,Proficient,36.9
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Math,4,109,Columbia,2017,Proficient,40.4
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Math,Total,212,Columbia,2017,Proficient,38.7
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Science,4,109,Columbia,2017,Proficient,45
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Science,Total,109,Columbia,2017,Proficient,45
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,5,101,Columbia,2017,Proficient,43.6
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,6,100,Columbia,2017,Proficient,48
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,7,128,Columbia,2017,Proficient,37.5
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,8,103,Columbia,2017,Proficient,48.5
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,Total,432,Columbia,2017,Proficient,44
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,5,101,Columbia,2017,Proficient,37.6
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,6,99,Columbia,2017,Proficient,32.3
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,7,128,Columbia,2017,Proficient,36.7
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,8,103,Columbia,2017,Proficient,30.1
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,Total,431,Columbia,2017,Proficient,34.3
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Science,8,103,Columbia,2017,Proficient,42.7
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Science,Total,103,Columbia,2017,Proficient,42.7
000003424,DANVILLE AREA SD,DANVILLE AREA MS,English,6,173,Montour,2017,Proficient,40.5
000003424,DANVILLE AREA SD,DANVILLE AREA MS,English,7,186,Montour,2017,Proficient,43
000003424,DANVILLE AREA SD,DANVILLE AREA MS,English,8,196,Montour,2017,Proficient,42.9
000003424,DANVILLE AREA SD,DANVILLE AREA MS,English,Total,555,Montour,2017,Proficient,42.2
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Math,6,173,Montour,2017,Proficient,34.7
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Math,7,186,Montour,2017,Proficient,24.2
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Math,8,197,Montour,2017,Proficient,19.8
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Math,Total,556,Montour,2017,Proficient,25.9
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Science,8,197,Montour,2017,Proficient,32
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Science,Total,197,Montour,2017,Proficient,32
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,English,3,165,Montour,2017,Proficient,52.7
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,English,4,162,Montour,2017,Proficient,30.9
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,English,5,172,Montour,2017,Proficient,48.3
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,English,Total,499,Montour,2017,Proficient,44.1
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Math,3,165,Montour,2017,Proficient,30.3
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Math,4,163,Montour,2017,Proficient,29.4
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Math,5,172,Montour,2017,Proficient,33.7
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Math,Total,500,Montour,2017,Proficient,31.2
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Science,4,162,Montour,2017,Proficient,45.7
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Science,Total,162,Montour,2017,Proficient,45.7
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,3,54,Columbia,2017,Basic,38.9
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,4,46,Columbia,2017,Basic,21.7
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,5,57,Columbia,2017,Basic,17.5
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,6,44,Columbia,2017,Basic,13.6
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,Total,202,Columbia,2017,Basic,23.3
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,3,55,Columbia,2017,Basic,12.7
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,4,46,Columbia,2017,Basic,15.2
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,5,57,Columbia,2017,Basic,29.8
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,6,44,Columbia,2017,Basic,47.7
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,Total,203,Columbia,2017,Basic,25.6
000001594,BENTON AREA SD,APPLEMAN EL SCH,Science,4,46,Columbia,2017,Basic,10.9
000001594,BENTON AREA SD,APPLEMAN EL SCH,Science,Total,47,Columbia,2017,Basic,10.6
000001595,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,English,7,60,Columbia,2017,Basic,36.7
000001595,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,English,8,46,Columbia,2017,Basic,45.7
000001595,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,English,Total,106,Columbia,2017,Basic,40.6
000001595,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Math,7,60,Columbia,2017,Basic,40
000001595,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Math,8,46,Columbia,2017,Basic,30.4
000001595,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Math,Total,106,Columbia,2017,Basic,35.8
000001595,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Science,8,46,Columbia,2017,Basic,23.9
000001595,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Science,Total,46,Columbia,2017,Basic,23.9
000006808,BERWICK AREA SD,BERWICK AREA MS,English,5,226,Columbia,2017,Basic,28.8
000006808,BERWICK AREA SD,BERWICK AREA MS,English,6,218,Columbia,2017,Basic,22
000006808,BERWICK AREA SD,BERWICK AREA MS,English,7,220,Columbia,2017,Basic,50.9
000006808,BERWICK AREA SD,BERWICK AREA MS,English,8,246,Columbia,2017,Basic,26
000006808,BERWICK AREA SD,BERWICK AREA MS,English,Total,910,Columbia,2017,Basic,31.8
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,5,226,Columbia,2017,Basic,31.9
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,6,217,Columbia,2017,Basic,35.9
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,7,221,Columbia,2017,Basic,30.3
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,8,246,Columbia,2017,Basic,25.2
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,Total,910,Columbia,2017,Basic,30.7
000006808,BERWICK AREA SD,BERWICK AREA MS,Science,8,244,Columbia,2017,Basic,22.5
000006808,BERWICK AREA SD,BERWICK AREA MS,Science,Total,244,Columbia,2017,Basic,22.5
000006349,BERWICK AREA SD,NESCOPECK EL SCH,English,3,36,Columbia,2017,Basic,11.1
000006349,BERWICK AREA SD,NESCOPECK EL SCH,English,4,38,Columbia,2017,Basic,18.4
000006349,BERWICK AREA SD,NESCOPECK EL SCH,English,Total,74,Columbia,2017,Basic,14.9
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Math,3,36,Columbia,2017,Basic,19.4
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Math,4,38,Columbia,2017,Basic,26.3
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Math,Total,74,Columbia,2017,Basic,23
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Science,4,38,Columbia,2017,Basic,5.3
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Science,Total,38,Columbia,2017,Basic,5.3
000001597,BERWICK AREA SD,SALEM EL SCH,English,3,67,Columbia,2017,Basic,13.4
000001597,BERWICK AREA SD,SALEM EL SCH,English,4,74,Columbia,2017,Basic,31.1
000001597,BERWICK AREA SD,SALEM EL SCH,English,Total,141,Columbia,2017,Basic,22.7
000001597,BERWICK AREA SD,SALEM EL SCH,Math,3,67,Columbia,2017,Basic,22.4
000001597,BERWICK AREA SD,SALEM EL SCH,Math,4,74,Columbia,2017,Basic,36.5
000001597,BERWICK AREA SD,SALEM EL SCH,Math,Total,141,Columbia,2017,Basic,29.8
000001597,BERWICK AREA SD,SALEM EL SCH,Science,4,74,Columbia,2017,Basic,21.6
000001597,BERWICK AREA SD,SALEM EL SCH,Science,Total,74,Columbia,2017,Basic,21.6
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,English,3,109,Columbia,2017,Basic,19.3
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,English,4,111,Columbia,2017,Basic,27.9
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,English,Total,220,Columbia,2017,Basic,23.6
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Math,3,109,Columbia,2017,Basic,14.7
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Math,4,110,Columbia,2017,Basic,30.9
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Math,Total,219,Columbia,2017,Basic,22.8
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Science,4,110,Columbia,2017,Basic,11.8
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Science,Total,110,Columbia,2017,Basic,11.8
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,English,3,13,Columbia,2017,Basic,0
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,English,4,22,Columbia,2017,Basic,13.6
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,English,5,13,Columbia,2017,Basic,30.8
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,English,Total,48,Columbia,2017,Basic,14.6
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Math,3,13,Columbia,2017,Basic,0
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Math,4,22,Columbia,2017,Basic,18.2
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Math,5,13,Columbia,2017,Basic,23.1
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Math,Total,48,Columbia,2017,Basic,14.6
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Science,4,22,Columbia,2017,Basic,0
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Science,Total,22,Columbia,2017,Basic,0
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,English,6,122,Columbia,2017,Basic,31.1
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,English,7,126,Columbia,2017,Basic,41.3
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,English,8,147,Columbia,2017,Basic,28.6
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,English,Total,395,Columbia,2017,Basic,33.4
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Math,6,122,Columbia,2017,Basic,45.9
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Math,7,127,Columbia,2017,Basic,36.2
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Math,8,146,Columbia,2017,Basic,39.7
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Math,Total,395,Columbia,2017,Basic,40.5
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Science,8,146,Columbia,2017,Basic,19.9
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Science,Total,146,Columbia,2017,Basic,19.9
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,English,3,68,Columbia,2017,Basic,35.3
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,English,4,55,Columbia,2017,Basic,21.8
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,English,5,69,Columbia,2017,Basic,31.9
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,English,Total,192,Columbia,2017,Basic,30.2
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Math,3,67,Columbia,2017,Basic,19.4
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Math,4,54,Columbia,2017,Basic,37
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Math,5,69,Columbia,2017,Basic,30.4
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Math,Total,190,Columbia,2017,Basic,28.4
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Science,4,54,Columbia,2017,Basic,14.8
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Science,Total,54,Columbia,2017,Basic,14.8
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,English,3,29,Columbia,2017,Basic,27.6
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,English,4,37,Columbia,2017,Basic,40.5
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,English,5,37,Columbia,2017,Basic,27
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,English,Total,103,Columbia,2017,Basic,32
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Math,3,29,Columbia,2017,Basic,20.7
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Math,4,38,Columbia,2017,Basic,21.1
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Math,5,36,Columbia,2017,Basic,22.2
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Math,Total,103,Columbia,2017,Basic,21.4
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Science,4,38,Columbia,2017,Basic,18.4
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Science,Total,38,Columbia,2017,Basic,18.4
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,English,3,131,Columbia,2017,Basic,16.8
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,English,4,137,Columbia,2017,Basic,16.1
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,English,Total,268,Columbia,2017,Basic,16.4
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Math,3,131,Columbia,2017,Basic,17.6
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Math,4,138,Columbia,2017,Basic,19.6
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Math,Total,269,Columbia,2017,Basic,18.6
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Science,4,138,Columbia,2017,Basic,2.9
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Science,Total,138,Columbia,2017,Basic,2.9
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,5,140,Columbia,2017,Basic,25.7
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,6,145,Columbia,2017,Basic,13.1
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,7,125,Columbia,2017,Basic,16.8
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,8,157,Columbia,2017,Basic,17.8
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,Total,567,Columbia,2017,Basic,18.3
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,5,141,Columbia,2017,Basic,41.8
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,6,145,Columbia,2017,Basic,34.5
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,7,125,Columbia,2017,Basic,18.4
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,8,157,Columbia,2017,Basic,15.3
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,Total,568,Columbia,2017,Basic,27.5
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Science,8,157,Columbia,2017,Basic,12.7
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Science,Total,157,Columbia,2017,Basic,12.7
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,English,3,39,Columbia,2017,Basic,28.2
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,English,4,38,Columbia,2017,Basic,26.3
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,English,5,51,Columbia,2017,Basic,33.3
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,English,6,40,Columbia,2017,Basic,35
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,English,Total,168,Columbia,2017,Basic,31
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Math,3,40,Columbia,2017,Basic,27.5
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Math,4,38,Columbia,2017,Basic,39.5
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Math,5,51,Columbia,2017,Basic,51
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Math,6,40,Columbia,2017,Basic,45
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Math,Total,169,Columbia,2017,Basic,41.4
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Science,4,38,Columbia,2017,Basic,13.2
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Science,Total,38,Columbia,2017,Basic,13.2
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,7,54,Columbia,2017,Basic,64.8
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,8,59,Columbia,2017,Basic,27.1
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,Total,113,Columbia,2017,Basic,45.1
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,7,60,Columbia,2017,Basic,23.3
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,8,59,Columbia,2017,Basic,28.8
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,Total,119,Columbia,2017,Basic,26.1
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,8,59,Columbia,2017,Basic,23.7
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,Total,59,Columbia,2017,Basic,23.7
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,English,3,103,Columbia,2017,Basic,19.4
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,English,4,108,Columbia,2017,Basic,25.9
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,English,Total,211,Columbia,2017,Basic,22.7
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Math,3,103,Columbia,2017,Basic,16.5
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Math,4,109,Columbia,2017,Basic,31.2
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Math,Total,212,Columbia,2017,Basic,24.1
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Science,4,109,Columbia,2017,Basic,17.4
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Science,Total,109,Columbia,2017,Basic,17.4
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,5,101,Columbia,2017,Basic,28.7
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,6,100,Columbia,2017,Basic,21
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,7,128,Columbia,2017,Basic,42.2
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,8,103,Columbia,2017,Basic,41.7
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,Total,432,Columbia,2017,Basic,34
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,5,101,Columbia,2017,Basic,28.7
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,6,99,Columbia,2017,Basic,29.3
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,7,128,Columbia,2017,Basic,18.8
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,8,103,Columbia,2017,Basic,38.8
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,Total,431,Columbia,2017,Basic,28.3
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Science,8,103,Columbia,2017,Basic,24.3
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Science,Total,103,Columbia,2017,Basic,24.3
000003424,DANVILLE AREA SD,DANVILLE AREA MS,English,6,173,Montour,2017,Basic,22.5
