SchoolNum,District,School,Subject,Grade,Scored,County,Year,Baseline,Score
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,8,98,Columbia,2019,Advanced,14.3
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,Total,425,Columbia,2019,Advanced,15.3
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Science,8,98,Columbia,2019,Advanced,22.4
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Science,Total,98,Columbia,2019,Advanced,22.4
000003424,DANVILLE AREA SD,DANVILLE AREA MS,English,6,167,Montour,2019,Advanced,35.9
000003424,DANVILLE AREA SD,DANVILLE AREA MS,English,7,175,Montour,2019,Advanced,26.9
000003424,DANVILLE AREA SD,DANVILLE AREA MS,English,8,175,Montour,2019,Advanced,32.6
000003424,DANVILLE AREA SD,DANVILLE AREA MS,English,Total,517,Montour,2019,Advanced,31.7
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Math,6,165,Montour,2019,Advanced,27.3
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Math,7,174,Montour,2019,Advanced,39.1
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Math,8,173,Montour,2019,Advanced,16.2
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Math,Total,512,Montour,2019,Advanced,27.5
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Science,8,171,Montour,2019,Advanced,37.4
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Science,Total,171,Montour,2019,Advanced,37.4
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,English,3,162,Montour,2019,Advanced,26.5
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,English,4,162,Montour,2019,Advanced,39.5
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,English,5,170,Montour,2019,Advanced,34.7
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,English,Total,494,Montour,2019,Advanced,33.6
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Math,3,162,Montour,2019,Advanced,33.3
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Math,4,161,Montour,2019,Advanced,27.3
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Math,5,170,Montour,2019,Advanced,44.7
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Math,Total,493,Montour,2019,Advanced,35.3
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Science,4,161,Montour,2019,Advanced,46.6
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Science,Total,161,Montour,2019,Advanced,46.6
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,3,53,Columbia,2019,Proficient,66
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,4,40,Columbia,2019,Proficient,55
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,5,61,Columbia,2019,Proficient,49.2
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,6,41,Columbia,2019,Proficient,53.7
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,Total,195,Columbia,2019,Proficient,55.9
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,3,53,Columbia,2019,Proficient,35.8
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,4,40,Columbia,2019,Proficient,40
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,5,61,Columbia,2019,Proficient,16.4
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,6,41,Columbia,2019,Proficient,22
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,Total,195,Columbia,2019,Proficient,27.7
000001594,BENTON AREA SD,APPLEMAN EL SCH,Science,4,40,Columbia,2019,Proficient,37.5
000001594,BENTON AREA SD,APPLEMAN EL SCH,Science,Total,40,Columbia,2019,Proficient,37.5
000008433,BENTON AREA SD,BENTON AREA MS,English,7,58,Columbia,2019,Proficient,50
000008433,BENTON AREA SD,BENTON AREA MS,English,8,40,Columbia,2019,Proficient,57.5
000008433,BENTON AREA SD,BENTON AREA MS,English,Total,98,Columbia,2019,Proficient,53.1
000008433,BENTON AREA SD,BENTON AREA MS,Math,7,58,Columbia,2019,Proficient,20.7
000008433,BENTON AREA SD,BENTON AREA MS,Math,8,40,Columbia,2019,Proficient,25
000008433,BENTON AREA SD,BENTON AREA MS,Math,Total,98,Columbia,2019,Proficient,22.4
000008433,BENTON AREA SD,BENTON AREA MS,Science,8,40,Columbia,2019,Proficient,27.5
000008433,BENTON AREA SD,BENTON AREA MS,Science,Total,40,Columbia,2019,Proficient,27.5
000006808,BERWICK AREA SD,BERWICK AREA MS,English,5,215,Columbia,2019,Proficient,49.3
000006808,BERWICK AREA SD,BERWICK AREA MS,English,6,224,Columbia,2019,Proficient,47.3
000006808,BERWICK AREA SD,BERWICK AREA MS,English,7,226,Columbia,2019,Proficient,45.1
000006808,BERWICK AREA SD,BERWICK AREA MS,English,8,211,Columbia,2019,Proficient,38.9
000006808,BERWICK AREA SD,BERWICK AREA MS,English,Total,876,Columbia,2019,Proficient,45.2
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,5,215,Columbia,2019,Proficient,34
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,6,225,Columbia,2019,Proficient,24.9
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,7,226,Columbia,2019,Proficient,27.9
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,8,211,Columbia,2019,Proficient,20.4
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,Total,877,Columbia,2019,Proficient,26.8
000006808,BERWICK AREA SD,BERWICK AREA MS,Science,8,211,Columbia,2019,Proficient,34.1
000006808,BERWICK AREA SD,BERWICK AREA MS,Science,Total,211,Columbia,2019,Proficient,34.1
000006349,BERWICK AREA SD,NESCOPECK EL SCH,English,3,31,Columbia,2019,Proficient,45.2
000006349,BERWICK AREA SD,NESCOPECK EL SCH,English,4,29,Columbia,2019,Proficient,41.4
000006349,BERWICK AREA SD,NESCOPECK EL SCH,English,Total,60,Columbia,2019,Proficient,43.3
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Math,3,31,Columbia,2019,Proficient,38.7
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Math,4,29,Columbia,2019,Proficient,37.9
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Math,Total,60,Columbia,2019,Proficient,38.3
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Science,4,29,Columbia,2019,Proficient,37.9
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Science,Total,29,Columbia,2019,Proficient,37.9
000001597,BERWICK AREA SD,SALEM EL SCH,English,3,63,Columbia,2019,Proficient,50.8
000001597,BERWICK AREA SD,SALEM EL SCH,English,4,71,Columbia,2019,Proficient,50.7
000001597,BERWICK AREA SD,SALEM EL SCH,English,Total,134,Columbia,2019,Proficient,50.7
000001597,BERWICK AREA SD,SALEM EL SCH,Math,3,63,Columbia,2019,Proficient,34.9
000001597,BERWICK AREA SD,SALEM EL SCH,Math,4,71,Columbia,2019,Proficient,43.7
000001597,BERWICK AREA SD,SALEM EL SCH,Math,Total,134,Columbia,2019,Proficient,39.6
000001597,BERWICK AREA SD,SALEM EL SCH,Science,4,71,Columbia,2019,Proficient,47.9
000001597,BERWICK AREA SD,SALEM EL SCH,Science,Total,71,Columbia,2019,Proficient,47.9
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,English,3,103,Columbia,2019,Proficient,40.8
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,English,4,79,Columbia,2019,Proficient,35.4
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,English,Total,182,Columbia,2019,Proficient,38.5
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Math,3,103,Columbia,2019,Proficient,27.2
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Math,4,79,Columbia,2019,Proficient,32.9
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Math,Total,182,Columbia,2019,Proficient,29.7
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Science,4,79,Columbia,2019,Proficient,40.5
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Science,Total,79,Columbia,2019,Proficient,40.5
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,English,3,13,Columbia,2019,Proficient,69.2
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,English,4,14,Columbia,2019,Proficient,28.6
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,English,5,14,Columbia,2019,Proficient,35.7
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,English,Total,41,Columbia,2019,Proficient,43.9
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Math,3,13,Columbia,2019,Proficient,46.2
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Math,4,14,Columbia,2019,Proficient,35.7
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Math,5,14,Columbia,2019,Proficient,42.9
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Math,Total,41,Columbia,2019,Proficient,41.5
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Science,4,14,Columbia,2019,Proficient,28.6
000001610,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Science,Total,14,Columbia,2019,Proficient,28.6
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,English,6,120,Columbia,2019,Proficient,54.2
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,English,7,117,Columbia,2019,Proficient,49.6
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,English,8,121,Columbia,2019,Proficient,43.8
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,English,Total,358,Columbia,2019,Proficient,49.2
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Math,6,119,Columbia,2019,Proficient,26.9
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Math,7,117,Columbia,2019,Proficient,28.2
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Math,8,120,Columbia,2019,Proficient,25.8
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Math,Total,356,Columbia,2019,Proficient,27
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Science,8,120,Columbia,2019,Proficient,38.3
000001611,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Science,Total,120,Columbia,2019,Proficient,38.3
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,English,3,66,Columbia,2019,Proficient,51.5
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,English,4,54,Columbia,2019,Proficient,37
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,English,5,72,Columbia,2019,Proficient,44.4
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,English,Total,192,Columbia,2019,Proficient,44.8
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Math,3,66,Columbia,2019,Proficient,40.9
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Math,4,54,Columbia,2019,Proficient,25.9
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Math,5,72,Columbia,2019,Proficient,16.7
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Math,Total,192,Columbia,2019,Proficient,27.6
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Science,4,53,Columbia,2019,Proficient,32.1
000001606,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Science,Total,53,Columbia,2019,Proficient,32.1
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,English,3,26,Columbia,2019,Proficient,30.8
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,English,4,33,Columbia,2019,Proficient,45.5
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,English,5,29,Columbia,2019,Proficient,48.3
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,English,Total,88,Columbia,2019,Proficient,42
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Math,3,26,Columbia,2019,Proficient,30.8
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Math,4,33,Columbia,2019,Proficient,36.4
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Math,5,30,Columbia,2019,Proficient,23.3
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Math,Total,89,Columbia,2019,Proficient,30.3
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Science,4,33,Columbia,2019,Proficient,45.5
000001608,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Science,Total,33,Columbia,2019,Proficient,45.5
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,English,3,150,Columbia,2019,Proficient,52.7
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,English,4,135,Columbia,2019,Proficient,30.4
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,English,Total,285,Columbia,2019,Proficient,42.1
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Math,3,150,Columbia,2019,Proficient,29.3
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Math,4,135,Columbia,2019,Proficient,36.3
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Math,Total,285,Columbia,2019,Proficient,32.6
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Science,4,135,Columbia,2019,Proficient,34.8
000007201,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Science,Total,135,Columbia,2019,Proficient,34.8
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,5,134,Columbia,2019,Proficient,55.2
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,6,147,Columbia,2019,Proficient,38.8
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,7,150,Columbia,2019,Proficient,50.7
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,8,156,Columbia,2019,Proficient,48.1
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,English,Total,587,Columbia,2019,Proficient,48
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,5,135,Columbia,2019,Proficient,42.2
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,6,149,Columbia,2019,Proficient,36.2
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,7,150,Columbia,2019,Proficient,20.7
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,8,156,Columbia,2019,Proficient,26.9
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Math,Total,590,Columbia,2019,Proficient,31.2
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Science,8,156,Columbia,2019,Proficient,35.9
000005390,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Science,Total,156,Columbia,2019,Proficient,35.9
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,English,3,46,Columbia,2019,Proficient,56.5
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,English,4,54,Columbia,2019,Proficient,38.9
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,English,5,44,Columbia,2019,Proficient,43.2
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,English,6,37,Columbia,2019,Proficient,64.9
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,English,Total,181,Columbia,2019,Proficient,49.7
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Math,3,47,Columbia,2019,Proficient,46.8
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Math,4,55,Columbia,2019,Proficient,27.3
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Math,5,44,Columbia,2019,Proficient,18.2
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Math,6,38,Columbia,2019,Proficient,31.6
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Math,Total,184,Columbia,2019,Proficient,31
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Science,4,55,Columbia,2019,Proficient,45.5
000007064,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Science,Total,55,Columbia,2019,Proficient,45.5
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,7,49,Columbia,2019,Proficient,46.9
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,8,44,Columbia,2019,Proficient,52.3
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,Total,93,Columbia,2019,Proficient,49.5
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,7,49,Columbia,2019,Proficient,38.8
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,8,44,Columbia,2019,Proficient,20.5
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,Total,93,Columbia,2019,Proficient,30.1
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,8,44,Columbia,2019,Proficient,54.5
000001623,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,Total,44,Columbia,2019,Proficient,54.5
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,English,3,82,Columbia,2019,Proficient,50
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,English,4,93,Columbia,2019,Proficient,43
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,English,Total,175,Columbia,2019,Proficient,46.3
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Math,3,82,Columbia,2019,Proficient,39
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Math,4,93,Columbia,2019,Proficient,32.3
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Math,Total,175,Columbia,2019,Proficient,35.4
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Science,4,93,Columbia,2019,Proficient,34.4
000006900,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Science,Total,93,Columbia,2019,Proficient,34.4
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,5,104,Columbia,2019,Proficient,56.7
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,6,112,Columbia,2019,Proficient,47.3
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,7,112,Columbia,2019,Proficient,52.7
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,8,99,Columbia,2019,Proficient,53.5
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,English,Total,427,Columbia,2019,Proficient,52.5
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,5,104,Columbia,2019,Proficient,36.5
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,6,112,Columbia,2019,Proficient,29.5
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,7,111,Columbia,2019,Proficient,37.8
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,8,98,Columbia,2019,Proficient,38.8
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Math,Total,425,Columbia,2019,Proficient,35.5
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Science,8,98,Columbia,2019,Proficient,46.9
000007668,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Science,Total,98,Columbia,2019,Proficient,46.9
000003424,DANVILLE AREA SD,DANVILLE AREA MS,English,6,167,Montour,2019,Proficient,35.9
000003424,DANVILLE AREA SD,DANVILLE AREA MS,English,7,175,Montour,2019,Proficient,44
000003424,DANVILLE AREA SD,DANVILLE AREA MS,English,8,175,Montour,2019,Proficient,41.1
000003424,DANVILLE AREA SD,DANVILLE AREA MS,English,Total,517,Montour,2019,Proficient,40.4
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Math,6,165,Montour,2019,Proficient,21.8
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Math,7,174,Montour,2019,Proficient,21.8
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Math,8,173,Montour,2019,Proficient,33.5
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Math,Total,512,Montour,2019,Proficient,25.8
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Science,8,171,Montour,2019,Proficient,36.8
000003424,DANVILLE AREA SD,DANVILLE AREA MS,Science,Total,171,Montour,2019,Proficient,36.8
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,English,3,162,Montour,2019,Proficient,48.1
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,English,4,162,Montour,2019,Proficient,37.7
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,English,5,170,Montour,2019,Proficient,42.9
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,English,Total,494,Montour,2019,Proficient,42.9
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Math,3,162,Montour,2019,Proficient,33.3
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Math,4,161,Montour,2019,Proficient,36
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Math,5,170,Montour,2019,Proficient,31.8
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Math,Total,493,Montour,2019,Proficient,33.7
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Science,4,161,Montour,2019,Proficient,39.1
000004833,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Science,Total,161,Montour,2019,Proficient,39.1
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,3,53,Columbia,2019,Basic,17
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,4,40,Columbia,2019,Basic,27.5
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,5,61,Columbia,2019,Basic,29.5
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,6,41,Columbia,2019,Basic,24.4
000001594,BENTON AREA SD,APPLEMAN EL SCH,English,Total,195,Columbia,2019,Basic,24.6
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,3,53,Columbia,2019,Basic,18.9
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,4,40,Columbia,2019,Basic,22.5
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,5,61,Columbia,2019,Basic,52.5
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,6,41,Columbia,2019,Basic,51.2
000001594,BENTON AREA SD,APPLEMAN EL SCH,Math,Total,195,Columbia,2019,Basic,36.9
000001594,BENTON AREA SD,APPLEMAN EL SCH,Science,4,40,Columbia,2019,Basic,5
000001594,BENTON AREA SD,APPLEMAN EL SCH,Science,Total,40,Columbia,2019,Basic,5
000008433,BENTON AREA SD,BENTON AREA MS,English,7,58,Columbia,2019,Basic,32.8
000008433,BENTON AREA SD,BENTON AREA MS,English,8,40,Columbia,2019,Basic,15
000008433,BENTON AREA SD,BENTON AREA MS,English,Total,98,Columbia,2019,Basic,25.5
000008433,BENTON AREA SD,BENTON AREA MS,Math,7,58,Columbia,2019,Basic,25.9
000008433,BENTON AREA SD,BENTON AREA MS,Math,8,40,Columbia,2019,Basic,30
000008433,BENTON AREA SD,BENTON AREA MS,Math,Total,98,Columbia,2019,Basic,27.6
000008433,BENTON AREA SD,BENTON AREA MS,Science,8,40,Columbia,2019,Basic,22.5
000008433,BENTON AREA SD,BENTON AREA MS,Science,Total,40,Columbia,2019,Basic,22.5
000006808,BERWICK AREA SD,BERWICK AREA MS,English,5,215,Columbia,2019,Basic,34.9
000006808,BERWICK AREA SD,BERWICK AREA MS,English,6,224,Columbia,2019,Basic,27.2
000006808,BERWICK AREA SD,BERWICK AREA MS,English,7,226,Columbia,2019,Basic,42
000006808,BERWICK AREA SD,BERWICK AREA MS,English,8,211,Columbia,2019,Basic,29.9
000006808,BERWICK AREA SD,BERWICK AREA MS,English,Total,876,Columbia,2019,Basic,33.6
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,5,215,Columbia,2019,Basic,42.3
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,6,225,Columbia,2019,Basic,50.7
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,7,226,Columbia,2019,Basic,27.4
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,8,211,Columbia,2019,Basic,27
000006808,BERWICK AREA SD,BERWICK AREA MS,Math,Total,877,Columbia,2019,Basic,36.9
000006808,BERWICK AREA SD,BERWICK AREA MS,Science,8,211,Columbia,2019,Basic,22.7
000006808,BERWICK AREA SD,BERWICK AREA MS,Science,Total,211,Columbia,2019,Basic,22.7
000006349,BERWICK AREA SD,NESCOPECK EL SCH,English,3,31,Columbia,2019,Basic,19.4
000006349,BERWICK AREA SD,NESCOPECK EL SCH,English,4,29,Columbia,2019,Basic,27.6
000006349,BERWICK AREA SD,NESCOPECK EL SCH,English,Total,60,Columbia,2019,Basic,23.3
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Math,3,31,Columbia,2019,Basic,6.5
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Math,4,29,Columbia,2019,Basic,31
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Math,Total,60,Columbia,2019,Basic,18.3
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Science,4,29,Columbia,2019,Basic,20.7
000006349,BERWICK AREA SD,NESCOPECK EL SCH,Science,Total,29,Columbia,2019,Basic,20.7
000001597,BERWICK AREA SD,SALEM EL SCH,English,3,63,Columbia,2019,Basic,22.2
000001597,BERWICK AREA SD,SALEM EL SCH,English,4,71,Columbia,2019,Basic,12.7
000001597,BERWICK AREA SD,SALEM EL SCH,English,Total,134,Columbia,2019,Basic,17.2
000001597,BERWICK AREA SD,SALEM EL SCH,Math,3,63,Columbia,2019,Basic,20.6
000001597,BERWICK AREA SD,SALEM EL SCH,Math,4,71,Columbia,2019,Basic,22.5
000001597,BERWICK AREA SD,SALEM EL SCH,Math,Total,134,Columbia,2019,Basic,21.6
000001597,BERWICK AREA SD,SALEM EL SCH,Science,4,71,Columbia,2019,Basic,8.5
000001597,BERWICK AREA SD,SALEM EL SCH,Science,Total,71,Columbia,2019,Basic,8.5
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,English,3,103,Columbia,2019,Basic,37.9
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,English,4,79,Columbia,2019,Basic,24.1
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,English,Total,182,Columbia,2019,Basic,31.9
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Math,3,103,Columbia,2019,Basic,19.4
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Math,4,79,Columbia,2019,Basic,29.1
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Math,Total,182,Columbia,2019,Basic,23.6
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Science,4,79,Columbia,2019,Basic,13.9
000008378,BERWICK AREA SD,WEST BERWICK EL SCH,Science,Total,79,Columbia,2019,Basic,13.9
